Year,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Region
2023,Onslow,NC,Passenger,0,1,1,135,136,0.74,South
2020,Eagle,CO,Passenger,1,0,1,10,11,9.09,West
2020,Solano,CA,Passenger,1,0,1,210,211,0.47,West
2022,Anchorage,AK,Passenger,2,0,2,130,132,1.52,West
2020,Montgomery,PA,Passenger,1,0,1,30,31,3.23,Northeast
2021,Carroll,NH,Passenger,0,1,1,5,6,16.67,Northeast
2022,Orange,CA,Passenger,4,2,6,392,398,1.51,West
2021,Polk,FL,Passenger,1,0,1,57,58,1.72,South
2018,Camden,NJ,Passenger,0,1,1,32,33,3.03,Northeast
2020,Sedgwick,KS,Passenger,1,1,2,90,92,2.17,Midwest
2019,Santa Cruz,CA,Passenger,1,0,1,44,45,2.22,West
2023,Dallas,TX,Passenger,1,0,1,80,81,1.23,South
2019,Middlesex,MA,Passenger,1,1,2,114,116,1.72,Northeast
2023,Pulaski,AR,Passenger,3,0,3,20,23,13.04,South
2021,Portsmouth,VA,Passenger,0,1,1,75,76,1.32,South
2017,Prince George's,MD,Passenger,0,1,1,187,188,0.53,Northeast
2023,Dallas,TX,Passenger,1,0,1,73,74,1.35,South
2023,Clark,NV,Passenger,5,2,7,365,372,1.88,West
2018,Richmond,GA,Passenger,0,1,1,95,96,1.04,South
2022,Collier,FL,Passenger,1,0,1,14,15,6.67,South
2021,Penobscot,ME,Passenger,0,1,1,10,11,9.09,Northeast
2018,Bexar,TX,Passenger,2,2,4,781,785,0.51,South
2022,Saratoga,NY,Passenger,1,0,1,41,42,2.38,Northeast
2017,San Mateo,CA,Passenger,0,1,1,149,150,0.67,West
2022,San Joaquin,CA,Passenger,1,1,2,96,98,2.04,West
2019,Oldham,KY,Passenger,0,1,1,5,6,16.67,South
2018,Eagle,CO,Passenger,1,0,1,6,7,14.29,West
2021,Pinellas,FL,Passenger,0,1,1,95,96,1.04,South
2021,Collier,FL,Passenger,1,0,1,19,20,5.0,South
2022,Los Angeles,CA,Passenger,6,6,12,724,736,1.63,West
2019,Duval,FL,Passenger,1,2,3,384,387,0.78,South
2021,Penobscot,ME,Passenger,0,1,1,10,11,9.09,Northeast
2020,Queens,NY,Passenger,1,0,1,50,51,1.96,Northeast
2018,San Mateo,CA,Passenger,1,1,2,133,135,1.48,West
2017,New London,CT,Passenger,1,1,2,254,256,0.78,Northeast
2022,Saratoga,NY,Passenger,1,0,1,39,40,2.5,Northeast
2020,Jefferson,NY,Passenger,0,1,1,207,208,0.48,Northeast
2023,Jefferson,NY,Passenger,2,1,3,175,178,1.69,Northeast
2018,Brevard,FL,Passenger,0,1,1,104,105,0.95,South
2018,Ada,ID,Passenger,0,2,2,319,321,0.62,West
2021,Pinellas,FL,Passenger,1,1,2,100,102,1.96,South
2020,Shasta,CA,Passenger,1,0,1,37,38,2.63,West
2018,Jefferson,NY,Passenger,0,1,1,229,230,0.43,Northeast
2020,Bucks,PA,Passenger,1,0,1,21,22,4.55,Northeast
2020,Washington,OR,Passenger,1,0,1,459,460,0.22,West
2021,Jefferson,NY,Passenger,1,1,2,203,205,0.98,Northeast
2018,Lee,AL,Passenger,1,0,1,32,33,3.03,South
2017,Norfolk,VA,Passenger,1,1,2,308,310,0.65,South
2022,Baltimore,MD,Passenger,1,0,1,79,80,1.25,Northeast
2018,Washtenaw,MI,Passenger,1,0,1,38,39,2.56,Midwest
2020,Chesapeake,VA,Passenger,0,1,1,432,433,0.23,South
2017,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Midwest
2023,Hawaii,HI,Passenger,1,0,1,27,28,3.57,West
2021,Randolph,NC,Passenger,1,0,1,7,8,12.5,South
2020,Cumberland,NC,Passenger,0,2,2,479,481,0.42,South
2018,Maricopa,AZ,Passenger,2,2,4,1586,1590,0.25,West
2019,Nassau,NY,Passenger,3,0,3,42,45,6.67,Northeast
2022,Sumter,SC,Passenger,0,1,1,33,34,2.94,South
2019,Frederick,MD,Passenger,1,1,2,83,85,2.35,Northeast
2021,Richland,SC,Passenger,0,2,2,136,138,1.45,South
2021,Fairbanks North Star,AK,Passenger,0,1,1,78,79,1.27,West
2021,Orange,CA,Passenger,4,3,7,458,465,1.51,West
2020,Honolulu,HI,Passenger,5,2,7,447,454,1.54,West
2020,Lane,OR,Passenger,0,1,1,144,145,0.69,West
2020,Missoula,MT,Passenger,1,0,1,66,67,1.49,West
2023,Polk,OR,Passenger,0,1,1,18,19,5.26,West
2017,New Haven,CT,Passenger,0,1,1,52,53,1.89,Northeast
2020,Duval,FL,Passenger,0,2,2,358,360,0.56,South
2020,Honolulu,HI,Passenger,4,2,6,478,484,1.24,West
2023,St. Louis,MO,Passenger,1,0,1,51,52,1.92,Midwest
2023,Loudoun,VA,Passenger,3,0,3,57,60,5.0,South
2022,Montgomery,AL,Passenger,0,1,1,38,39,2.56,South
2022,Marion,IA,Passenger,1,0,1,0,1,100.0,Midwest
2022,Meade,KY,Passenger,1,0,1,19,20,5.0,South
2020,Bradley,TN,Passenger,1,0,1,1,2,50.0,South
2021,Lake,IN,Passenger,0,1,1,9,10,10.0,Midwest
2022,Sevier,AR,Passenger,0,1,1,0,1,100.0,South
2017,Fulton,GA,Passenger,1,0,1,110,111,0.9,South
2020,Frederick,MD,Passenger,1,1,2,74,76,2.63,Northeast
2021,Cook,IL,Passenger,1,0,1,203,204,0.49,Midwest
2023,Nueces,TX,Passenger,1,1,2,46,48,4.17,South
2021,Wake,NC,Passenger,1,0,1,117,118,0.85,South
2021,Virginia Beach,VA,Passenger,3,0,3,639,642,0.47,South
2018,El Paso,TX,Passenger,1,0,1,526,527,0.19,South
2019,Norfolk,VA,Passenger,2,1,3,350,353,0.85,South
2018,St. Mary's,MD,Passenger,1,0,1,219,220,0.45,Northeast
2022,Philadelphia,PA,Passenger,1,0,1,41,42,2.38,Northeast
2021,St. Clair,IL,Passenger,2,0,2,123,125,1.6,Midwest
2021,Montgomery,MD,Passenger,3,1,4,216,220,1.82,Northeast
2022,Sonoma,CA,Passenger,0,1,1,81,82,1.22,West
2018,Tulsa,OK,Passenger,1,1,2,48,50,4.0,South
2022,Philadelphia,PA,Passenger,1,0,1,39,40,2.5,Northeast
2021,Pima,AZ,Passenger,2,1,3,312,315,0.95,West
2019,Virginia Beach,VA,Passenger,1,0,1,710,711,0.14,South
2017,Hardin,KY,Passenger,0,1,1,123,124,0.81,South
2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33,West
2017,Norfolk,MA,Passenger,1,0,1,37,38,2.63,Northeast
2020,Dallas,TX,Passenger,1,0,1,203,204,0.49,South
2023,District of Columbia,DC,Passenger,4,0,4,140,144,2.78,
2021,Plaquemines,LA,Passenger,0,1,1,15,16,6.25,South
2020,New York,NY,Passenger,1,0,1,58,59,1.69,Northeast
2023,Lake,IL,Passenger,2,0,2,113,115,1.74,Midwest
2021,Kauai,HI,Passenger,1,0,1,15,16,6.25,West
2023,DuPage,IL,Passenger,0,1,1,33,34,2.94,Midwest
2017,Maricopa,AZ,Passenger,2,1,3,1667,1670,0.18,West
2021,Ventura,CA,Passenger,1,3,4,261,265,1.51,West
2017,Okaloosa,FL,Passenger,1,0,1,185,186,0.54,South
2021,Arapahoe,CO,Passenger,1,0,1,125,126,0.79,West
2020,Houston,GA,Passenger,1,0,1,53,54,1.85,South
2022,Gwinnett,GA,Passenger,1,0,1,51,52,1.92,South
2021,Gwinnett,GA,Passenger,1,0,1,64,65,1.54,South
2022,Platte,MO,Passenger,1,0,1,20,21,4.76,Midwest
2022,Wake,NC,Passenger,1,0,1,99,100,1.0,South
2018,Polk,FL,Passenger,1,0,1,64,65,1.54,South
2022,Kauai,HI,Passenger,1,0,1,18,19,5.26,West
2021,Erie,NY,Passenger,1,0,1,43,44,2.27,Northeast
2017,Northampton,PA,Passenger,0,1,1,69,70,1.43,Northeast
2022,Arlington,VA,Passenger,1,0,1,126,127,0.79,South
2019,Pinellas,FL,Passenger,1,0,1,117,118,0.85,South
2017,Montgomery,TN,Passenger,1,0,1,279,280,0.36,South
2021,Burlington,NJ,Passenger,0,1,1,129,130,0.77,Northeast
2018,Hardin,KY,Passenger,0,1,1,107,108,0.93,South
2020,Fairbanks North Star,AK,Passenger,0,1,1,93,94,1.06,West
2023,Douglas,NE,Passenger,1,1,2,21,23,8.7,Midwest
2022,Currituck,NC,Passenger,1,0,1,21,22,4.55,South
2022,Montgomery,TX,Passenger,1,0,1,37,38,2.63,South
2022,Williams,ND,Passenger,0,1,1,5,6,16.67,Midwest
2017,Fairfax,VA,Passenger,3,2,5,849,854,0.59,South
2019,Ada,ID,Passenger,0,2,2,316,318,0.63,West
2018,DuPage,IL,Passenger,1,0,1,63,64,1.56,Midwest
2021,Rockingham,NH,Passenger,1,0,1,22,23,4.35,Northeast
2023,Moore,NC,Passenger,0,1,1,98,99,1.01,South
2023,Anne Arundel,MD,Passenger,4,3,7,301,308,2.27,Northeast
2021,St. Mary's,MD,Passenger,1,0,1,209,210,0.48,Northeast
2019,Pinal,AZ,Passenger,2,0,2,191,193,1.04,West
2022,Middlesex,MA,Passenger,0,1,1,86,87,1.15,Northeast
2017,Collier,FL,Passenger,1,0,1,22,23,4.35,South
2019,Powhatan,VA,Passenger,1,0,1,0,1,100.0,South
2021,Bexar,TX,Passenger,3,4,7,500,507,1.38,South
2019,Middlesex,MA,Passenger,1,1,2,118,120,1.67,Northeast
2021,Onslow,NC,Passenger,0,1,1,168,169,0.59,South
2018,Washtenaw,MI,Passenger,1,0,1,38,39,2.56,Midwest
2023,Louisa,VA,Passenger,0,1,1,1,2,50.0,South
2023,Fairbanks North Star,AK,Passenger,0,1,1,57,58,1.72,West
2021,Burlington,NJ,Passenger,0,1,1,118,119,0.84,Northeast
2020,Frederick,MD,Passenger,1,1,2,74,76,2.63,Northeast
2023,Washington,MD,Passenger,2,0,2,13,15,13.33,Northeast
2019,Pinellas,FL,Passenger,1,0,1,116,117,0.85,South
2019,Middlesex,MA,Passenger,1,1,2,108,110,1.82,Northeast
2023,Bartow,GA,Passenger,0,1,1,2,3,33.33,South
2019,Suffolk,MA,Passenger,0,1,1,42,43,2.33,Northeast
2020,Santa Cruz,CA,Passenger,1,0,1,36,37,2.7,West
2018,St. Lucie,FL,Passenger,1,0,1,28,29,3.45,South
2020,Houston,GA,Passenger,1,0,1,60,61,1.64,South
2021,Jones,GA,Passenger,1,0,1,1,2,50.0,South
2020,Deschutes,OR,Passenger,4,0,4,141,145,2.76,West
2017,Wayne,MI,Passenger,0,1,1,70,71,1.41,Midwest
2022,Philadelphia,PA,Passenger,1,0,1,38,39,2.56,Northeast
2018,Montgomery,MD,Passenger,1,0,1,289,290,0.34,Northeast
2021,Fairbanks North Star,AK,Passenger,0,1,1,84,85,1.18,West
2019,Arapahoe,CO,Passenger,1,0,1,143,144,0.69,West
2020,St. Louis,MO,Passenger,1,0,1,97,98,1.02,Midwest
2020,Putnam,TN,Passenger,0,1,1,2,3,33.33,South
2019,Shelby,TN,Passenger,0,1,1,98,99,1.01,South
2021,Carroll,NH,Passenger,0,1,1,5,6,16.67,Northeast
2019,Gwinnett,GA,Passenger,0,1,1,78,79,1.27,South
2018,Maricopa,AZ,Passenger,2,2,4,1586,1590,0.25,West
2020,DeKalb,GA,Passenger,1,0,1,84,85,1.18,South
2022,Montgomery,PA,Passenger,2,0,2,22,24,8.33,Northeast
2020,Clay,FL,Passenger,0,1,1,82,83,1.2,South
2018,Clark,NV,Passenger,2,2,4,749,753,0.53,West
2023,Portsmouth,VA,Passenger,0,1,1,65,66,1.52,South
2017,Orleans,LA,Passenger,0,1,1,43,44,2.27,South
2021,Howard,IN,Passenger,0,1,1,6,7,14.29,Midwest
2017,Hardin,KY,Passenger,0,1,1,116,117,0.85,South
2022,Sacramento,CA,Passenger,3,0,3,193,196,1.53,West
2019,Ramsey,MN,Passenger,1,0,1,41,42,2.38,Midwest
2022,Currituck,NC,Passenger,1,0,1,17,18,5.56,South
2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,
2021,Clinton,PA,Passenger,1,0,1,0,1,100.0,Northeast
2018,Dallas,TX,Passenger,0,1,1,197,198,0.51,South
2022,Leavenworth,KS,Passenger,0,1,1,96,97,1.03,Midwest
2022,Geary,KS,Passenger,1,0,1,74,75,1.33,Midwest
2019,Prince William,VA,Passenger,1,3,4,231,235,1.7,South
2022,Nassau,NY,Passenger,2,0,2,26,28,7.14,Northeast
2019,St. Lucie,FL,Passenger,1,0,1,30,31,3.23,South
2018,Utah,UT,Passenger,0,1,1,141,142,0.7,West
2021,Ventura,CA,Passenger,2,2,4,254,258,1.55,West
2017,Nueces,TX,Passenger,1,1,2,91,93,2.15,South
2018,New Haven,CT,Passenger,0,1,1,53,54,1.85,Northeast
2022,Ulster,NY,Passenger,1,0,1,13,14,7.14,Northeast
2021,Bexar,TX,Passenger,3,4,7,523,530,1.32,South
2021,New London,CT,Passenger,1,2,3,225,228,1.32,Northeast
2020,Manassas,VA,Passenger,0,1,1,5,6,16.67,South
2019,Honolulu,HI,Passenger,4,2,6,498,504,1.19,West
2017,Lane,OR,Passenger,0,1,1,240,241,0.41,West
2017,Carroll,NH,Passenger,0,1,1,0,1,100.0,Northeast
2018,DuPage,IL,Passenger,1,0,1,67,68,1.47,Midwest
2017,Latah,ID,Passenger,0,1,1,144,145,0.69,West
2017,Carroll,NH,Passenger,0,1,1,1,2,50.0,Northeast
2017,Charles,MD,Passenger,0,1,1,90,91,1.1,Northeast
2017,Carroll,NH,Passenger,0,1,1,1,2,50.0,Northeast
2021,Norfolk,VA,Passenger,2,3,5,324,329,1.52,South
2022,Camden,NJ,Passenger,0,1,1,13,14,7.14,Northeast
2022,Montgomery,PA,Passenger,2,0,2,22,24,8.33,Northeast
2019,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Midwest
2018,San Mateo,CA,Passenger,1,1,2,134,136,1.47,West
2022,Lane,OR,Passenger,0,2,2,104,106,1.89,West
2021,Washington,OR,Passenger,1,0,1,356,357,0.28,West
2020,Wilson,TX,Passenger,0,1,1,5,6,16.67,South
2022,St. Tammany,LA,Passenger,1,0,1,39,40,2.5,South
2022,Stafford,VA,Passenger,2,1,3,85,88,3.41,South
2021,Ramsey,MN,Passenger,1,0,1,31,32,3.12,Midwest
2021,Middlesex,MA,Passenger,1,1,2,95,97,2.06,Northeast
2021,New Haven,CT,Passenger,0,2,2,32,34,5.88,Northeast
2021,Allen,IN,Passenger,1,0,1,19,20,5.0,Midwest
2018,Duval,FL,Passenger,1,2,3,382,385,0.78,South
2019,Houston,GA,Passenger,1,0,1,54,55,1.82,South
2021,San Mateo,CA,Passenger,1,1,2,111,113,1.77,West
2019,Tulsa,OK,Passenger,1,1,2,46,48,4.17,South
2020,Goochland,VA,Passenger,4,2,6,245,251,2.39,South
2022,Penobscot,ME,Passenger,0,1,1,9,10,10.0,Northeast
2021,DuPage,IL,Passenger,1,1,2,51,53,3.77,Midwest
2021,Wichita,TX,Passenger,1,0,1,40,41,2.44,South
2023,Adams,CO,Passenger,1,0,1,21,22,4.55,West
2021,Richland,SC,Passenger,0,1,1,145,146,0.68,South
2017,Nantucket,MA,Passenger,1,0,1,3,4,25.0,Northeast
2021,Ulster,NY,Passenger,1,0,1,12,13,7.69,Northeast
2017,Richmond,GA,Passenger,0,1,1,94,95,1.05,South
2023,Bexar,TX,Passenger,4,3,7,378,385,1.82,South
2021,Saratoga,NY,Passenger,1,0,1,41,42,2.38,Northeast
2018,Sacramento,CA,Passenger,1,0,1,306,307,0.33,West
2023,Kauai,HI,Passenger,0,1,1,14,15,6.67,West
2020,Houston,GA,Passenger,1,0,1,51,52,1.92,South
2018,Monroe,IL,Passenger,1,0,1,4,5,20.0,Midwest
2019,New London,CT,Passenger,0,2,2,242,244,0.82,Northeast
2022,St. Louis,MO,Passenger,2,0,2,58,60,3.33,Midwest
2020,Lake,IL,Passenger,1,0,1,166,167,0.6,Midwest
2019,Richland,SC,Passenger,0,1,1,161,162,0.62,South
2018,Gwinnett,GA,Passenger,0,1,1,80,81,1.23,South
2021,El Paso,CO,Passenger,2,1,3,704,707,0.42,West
2022,Washington,OR,Passenger,1,0,1,295,296,0.34,West
2019,Moore,NC,Passenger,0,1,1,182,183,0.55,South
2017,Madison,ID,Passenger,1,0,1,44,45,2.22,West
2023,Dorchester,SC,Passenger,1,0,1,34,35,2.86,South
2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33,Midwest
2019,Shasta,CA,Passenger,1,0,1,45,46,2.17,West
2023,Los Angeles,CA,Passenger,4,4,8,503,511,1.57,West
2023,Cook,IL,Passenger,3,0,3,160,163,1.84,Midwest
2022,Collin,TX,Passenger,3,0,3,84,87,3.45,South
2021,Prince George's,MD,Passenger,2,1,3,145,148,2.03,Northeast
2022,Lincoln,OR,Passenger,0,1,1,30,31,3.23,West
2021,Harris,TX,Passenger,1,1,2,177,179,1.12,South
2017,Douglas,OR,Passenger,0,1,1,75,76,1.32,West
2019,St. Mary's,MD,Passenger,1,0,1,220,221,0.45,Northeast
2017,Nassau,NY,Passenger,0,1,1,40,41,2.44,Northeast
2018,New Haven,CT,Passenger,0,1,1,46,47,2.13,Northeast
2017,Prince William,VA,Passenger,0,3,3,278,281,1.07,South
2022,Ventura,CA,Passenger,3,2,5,224,229,2.18,West
2023,Pulaski,AR,Passenger,3,0,3,20,23,13.04,South
2019,Charles,MD,Passenger,0,1,1,77,78,1.28,Northeast
2021,Richland,SC,Passenger,0,1,1,144,145,0.69,South
2017,Lane,OR,Passenger,0,1,1,226,227,0.44,West
2023,Douglas,NE,Passenger,2,1,3,32,35,8.57,Midwest
2023,Harford,MD,Passenger,0,1,1,42,43,2.33,Northeast
2019,Greene,MO,Passenger,0,1,1,37,38,2.63,Midwest
2023,Arapahoe,CO,Passenger,1,1,2,71,73,2.74,West
2020,Duval,FL,Passenger,0,2,2,360,362,0.55,South
2022,Middlesex,MA,Passenger,1,1,2,77,79,2.53,Northeast
2018,Polk,FL,Passenger,1,0,1,63,64,1.56,South
2021,Richmond,NY,Passenger,1,0,1,4,5,20.0,Northeast
2019,Alameda,CA,Passenger,3,2,5,311,316,1.58,West
2019,Allegheny,PA,Passenger,1,0,1,85,86,1.16,Northeast
2020,Nueces,TX,Passenger,1,0,1,83,84,1.19,South
2019,Montgomery,TX,Passenger,2,0,2,60,62,3.23,South
2021,Onslow,NC,Passenger,0,1,1,180,181,0.55,South
2018,Santa Rosa,FL,Passenger,1,0,1,90,91,1.1,South
2018,Dallas,TX,Passenger,0,1,1,202,203,0.49,South
2021,Dallas,TX,Passenger,1,0,1,174,175,0.57,South
2020,Fresno,CA,Passenger,1,0,1,198,199,0.5,West
2018,Prince George,VA,Passenger,0,1,1,75,76,1.32,South
2022,Washington,MD,Passenger,2,0,2,14,16,12.5,Northeast
2023,Sacramento,CA,Passenger,4,0,4,122,126,3.17,West
2017,Ventura,CA,Passenger,0,1,1,364,365,0.27,West
2023,Collier,FL,Passenger,1,0,1,13,14,7.14,South
2020,Monroe,IL,Passenger,1,0,1,4,5,20.0,Midwest
2020,Okaloosa,FL,Passenger,0,1,1,139,140,0.71,South
2021,Pinellas,FL,Passenger,0,1,1,95,96,1.04,South
2018,Mercer,NJ,Passenger,0,1,1,21,22,4.55,Northeast
2023,Las Animas,CO,Passenger,1,0,1,0,1,100.0,West
2018,Tarrant,TX,Passenger,1,0,1,224,225,0.44,South
2017,Monterey,CA,Passenger,0,2,2,193,195,1.03,West
2021,New York,NY,Passenger,1,0,1,49,50,2.0,Northeast
2023,Wichita,TX,Passenger,2,0,2,34,36,5.56,South
2022,Meade,KY,Passenger,1,0,1,18,19,5.26,South
2023,Bell,TX,Passenger,1,0,1,233,234,0.43,South
2019,Goochland,VA,Passenger,0,1,1,246,247,0.4,South
2020,Virginia Beach,VA,Passenger,1,0,1,682,683,0.15,South
2017,Santa Clara,CA,Passenger,5,2,7,403,410,1.71,West
2022,Washington,OR,Passenger,1,0,1,274,275,0.36,West
2021,Los Angeles,CA,Passenger,9,10,19,932,951,2.0,West
2019,Portsmouth,VA,Passenger,0,1,1,72,73,1.37,South
2021,Middlesex,MA,Passenger,1,1,2,87,89,2.25,Northeast
2022,Sedgwick,KS,Passenger,1,1,2,81,83,2.41,Midwest
2021,Suffolk,MA,Passenger,0,2,2,34,36,5.56,Northeast
2022,New London,CT,Passenger,2,5,7,187,194,3.61,Northeast
2023,Honolulu,HI,Passenger,3,3,6,295,301,1.99,West
2019,Tarrant,TX,Passenger,2,0,2,200,202,0.99,South
2020,Salt Lake,UT,Passenger,0,1,1,185,186,0.54,West
2020,Calvert,MD,Passenger,0,2,2,85,87,2.3,Northeast
2020,Rogers,OK,Passenger,1,0,1,4,5,20.0,South
2020,Frederick,MD,Passenger,1,1,2,77,79,2.53,Northeast
2022,Lee,FL,Passenger,1,0,1,33,34,2.94,South
2019,San Mateo,CA,Passenger,2,1,3,120,123,2.44,West
2018,Frederick,MD,Passenger,0,1,1,92,93,1.08,Northeast
2019,Loudoun,VA,Passenger,1,0,1,94,95,1.05,South
2021,Howard,IN,Passenger,0,1,1,6,7,14.29,Midwest
2023,Okaloosa,FL,Passenger,0,1,1,94,95,1.05,South
2023,Goochland,VA,Passenger,0,1,1,37,38,2.63,South
2022,Champaign,IL,Passenger,1,0,1,11,12,8.33,Midwest
2021,El Dorado,CA,Passenger,1,0,1,32,33,3.03,West
2019,Pima,AZ,Passenger,0,1,1,404,405,0.25,West
2022,Alameda,CA,Passenger,6,0,6,177,183,3.28,West
2019,Oldham,KY,Passenger,0,1,1,5,6,16.67,South
2021,Ray,MO,Passenger,0,1,1,1,2,50.0,Midwest
2022,Eagle,CO,Passenger,1,0,1,7,8,12.5,West
2021,Clinton,PA,Passenger,1,0,1,0,1,100.0,Northeast
2020,Carroll,MD,Passenger,0,1,1,21,22,4.55,Northeast
2017,Deschutes,OR,Passenger,1,0,1,193,194,0.52,West
2022,Deschutes,OR,Passenger,2,0,2,78,80,2.5,West
2023,Sonoma,CA,Passenger,1,1,2,52,54,3.7,West
2021,Williamsburg,VA,Passenger,0,1,1,6,7,14.29,South
2018,Maui,HI,Passenger,1,0,1,55,56,1.79,West
2021,Marin,CA,Passenger,0,1,1,36,37,2.7,West
2020,St. Louis,MO,Passenger,1,0,1,98,99,1.01,Midwest
2018,Jefferson,NY,Passenger,0,1,1,226,227,0.44,Northeast
2023,St. Tammany,LA,Passenger,1,0,1,33,34,2.94,South
2022,Hudson,NJ,Passenger,2,0,2,36,38,5.26,Northeast
2018,Anne Arundel,MD,Passenger,0,2,2,453,455,0.44,Northeast
2022,Arlington,VA,Passenger,1,0,1,130,131,0.76,South
2018,San Diego,CA,Passenger,9,2,11,2578,2589,0.42,West
2018,Howard,MD,Passenger,0,1,1,88,89,1.12,Northeast
2021,Henrico,VA,Passenger,0,1,1,14,15,6.67,South
2018,District of Columbia,DC,Passenger,0,3,3,190,193,1.55,
2019,Fresno,CA,Passenger,1,0,1,201,202,0.5,West
2022,Albemarle,VA,Passenger,1,0,1,18,19,5.26,South
2019,Saratoga,NY,Passenger,1,0,1,51,52,1.92,Northeast
2021,Clackamas,OR,Passenger,3,0,3,176,179,1.68,West
2020,Cumberland,NC,Passenger,0,3,3,475,478,0.63,South
2017,Canyon,ID,Passenger,0,1,1,105,106,0.94,West
2023,Nassau,NY,Passenger,2,0,2,25,27,7.41,Northeast
2019,Contra Costa,CA,Passenger,2,2,4,384,388,1.03,West
2022,Harris,TX,Passenger,1,0,1,136,137,0.73,South
2019,Camden,NJ,Passenger,0,1,1,26,27,3.7,Northeast
2023,Williamsburg,VA,Passenger,0,1,1,8,9,11.11,South
2021,Howard,IN,Passenger,0,1,1,3,4,25.0,Midwest
2021,Hamilton,OH,Passenger,1,0,1,36,37,2.7,Midwest
2020,District of Columbia,DC,Passenger,2,1,3,201,204,1.47,
2023,Kings,CA,Passenger,2,2,4,257,261,1.53,West
2022,Clackamas,OR,Passenger,1,0,1,118,119,0.84,West
2021,Suffolk,MA,Passenger,0,2,2,28,30,6.67,Northeast
2022,Pennington,SD,Passenger,2,0,2,32,34,5.88,Midwest
2022,Sheridan,WY,Passenger,1,0,1,6,7,14.29,West
2020,Douglas,CO,Passenger,0,1,1,79,80,1.25,West
2022,Prince George's,MD,Passenger,3,1,4,119,123,3.25,Northeast
2022,New London,CT,Passenger,1,4,5,214,219,2.28,Northeast
2020,Wilson,TX,Passenger,0,1,1,5,6,16.67,South
2021,Portsmouth,VA,Passenger,0,1,1,76,77,1.3,South
2020,Nassau,NY,Passenger,4,0,4,43,47,8.51,Northeast
2019,Washtenaw,MI,Passenger,1,0,1,37,38,2.63,Midwest
2019,Portsmouth,VA,Passenger,0,1,1,77,78,1.28,South
2022,Alameda,CA,Passenger,5,0,5,210,215,2.33,West
2021,Suffolk,VA,Passenger,1,0,1,127,128,0.78,South
2020,Bucks,PA,Passenger,1,0,1,21,22,4.55,Northeast
2023,Coryell,TX,Passenger,1,0,1,80,81,1.23,South
2021,Duval,FL,Passenger,0,2,2,330,332,0.6,South
2017,Alameda,CA,Passenger,1,1,2,367,369,0.54,West
2022,Goochland,VA,Passenger,3,2,5,174,179,2.79,South
2018,Norfolk,VA,Passenger,1,2,3,328,331,0.91,South
2022,Collier,FL,Passenger,1,0,1,18,19,5.26,South
2022,Douglas,NE,Passenger,2,2,4,33,37,10.81,Midwest
2020,Howard,MD,Passenger,0,1,1,65,66,1.52,Northeast
2022,Spartanburg,SC,Passenger,0,1,1,42,43,2.33,South
2022,Fairbanks North Star,AK,Passenger,0,1,1,60,61,1.64,West
2021,Montgomery,TX,Passenger,1,1,2,44,46,4.35,South
2022,Cumberland,PA,Passenger,1,0,1,41,42,2.38,Northeast
2023,Camden,NJ,Passenger,0,1,1,13,14,7.14,Northeast
2020,Ulster,NY,Passenger,1,0,1,11,12,8.33,Northeast
2021,New Haven,CT,Passenger,0,2,2,33,35,5.71,Northeast
2023,Hawaii,HI,Passenger,1,0,1,29,30,3.33,West
2020,Montgomery,AL,Passenger,0,1,1,42,43,2.33,South
2021,Santa Clara,CA,Passenger,7,1,8,239,247,3.24,West
2017,Riverside,CA,Passenger,1,2,3,741,744,0.4,West
2021,Ramsey,MN,Passenger,1,0,1,35,36,2.78,Midwest
2019,Loudoun,VA,Passenger,1,0,1,93,94,1.06,South
2021,Louisa,VA,Passenger,0,1,1,1,2,50.0,South
2022,Carroll,MD,Passenger,0,1,1,17,18,5.56,Northeast
2018,St. Clair,IL,Passenger,0,1,1,165,166,0.6,Midwest
2018,Richland,SC,Passenger,0,1,1,176,177,0.56,South
2017,Gwinnett,GA,Passenger,0,1,1,88,89,1.12,South
2022,Geary,KS,Passenger,1,0,1,81,82,1.22,Midwest
2022,Sedgwick,KS,Passenger,1,1,2,73,75,2.67,Midwest
2022,Manassas,VA,Passenger,0,1,1,8,9,11.11,South
2022,Queens,NY,Passenger,1,0,1,39,40,2.5,Northeast
2020,Ulster,NY,Passenger,1,0,1,12,13,7.69,Northeast
2018,Lee,FL,Passenger,1,0,1,58,59,1.69,South
2021,Carson City,NV,Passenger,1,0,1,11,12,8.33,West
2020,Hawaii,HI,Passenger,1,0,1,55,56,1.79,West
2023,St. Tammany,LA,Passenger,1,0,1,33,34,2.94,South
2022,Essex,NJ,Passenger,2,0,2,10,12,16.67,Northeast
2021,Louisa,VA,Passenger,0,1,1,1,2,50.0,South
2023,Collier,FL,Passenger,1,0,1,11,12,8.33,South
2021,Bucks,PA,Passenger,1,0,1,18,19,5.26,Northeast
2023,Monterey,CA,Passenger,1,1,2,100,102,1.96,West
